hostname,pl_letter,discoverymethod,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbincl,pl_orbinclerr1,pl_orbinclerr2,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_radj,pl_radjerr1,pl_radjerr2,sy_dist,st_mass,st_masserr1,st_masserr2,st_rad,st_raderr1,st_raderr2,hd_name,hip_name
"HD 30562","b","Radial Velocity",1159.20000000,2.80000000,-2.80000000,2.315000,0.004000,-0.004000,0.778000,0.013000,-0.013000,,,,1.37300,0.04700,-0.04700,,,,26.1597000,1.23,0.03,-0.03,1.53,0.04,-0.04,"HD 30562","HIP 22336"
"HD 10647","b","Radial Velocity",989.20000000,8.10000000,-8.10000000,2.015000,0.011000,-0.011000,0.150000,0.080000,-0.080000,,,,0.94000,0.08000,-0.08000,,,,17.3357000,1.11,0.02,-0.02,1.10,0.02,-0.02,"HD 10647","HIP 7978"
"HD 70573","b","Radial Velocity",851.80000000,11.60000000,-11.60000000,1.760000,0.050000,-0.050000,0.400000,0.100000,-0.100000,,,,6.10000,0.40000,-0.40000,,,,59.1820000,1.00,0.10,-0.10,,,,"HD 70573",
"Kepler-68","d","Radial Velocity",580.00000000,15.00000000,-15.00000000,1.400000,0.030000,-0.030000,0.180000,0.050000,-0.050000,,,,0.94700,0.03500,-0.03500,,,,144.1660000,1.08,0.05,-0.05,1.24,0.02,-0.02,,
"HD 222155","b","Radial Velocity",3999.00000000,469.00000000,-541.00000000,5.100000,0.600000,-0.700000,0.160000,0.270000,-0.220000,,,,1.90000,0.67000,-0.53000,,,,50.6078000,1.13,0.11,-0.11,1.67,0.07,-0.07,"HD 222155","HIP 116616"
"HD 150706","b","Radial Velocity",5894.00000000,5584.00000000,-1498.00000000,6.700000,4.000000,-1.400000,0.380000,0.280000,-0.320000,,,,2.71000,1.14000,-0.66000,,,,28.2697000,1.17,0.12,-0.12,0.96,0.02,-0.02,"HD 150706","HIP 80902"
"HIP 57274","b","Radial Velocity",8.13520000,0.00400000,-0.00400000,0.070000,,,0.187000,0.100000,-0.100000,,,,0.03650,0.00409,-0.00409,,,,25.8618000,0.73,0.05,-0.05,0.68,0.03,-0.03,,"HIP 57274"
"HIP 57274","c","Radial Velocity",32.03000000,0.02000000,-0.02000000,0.178000,,,0.050000,0.020000,-0.020000,,,,0.40902,0.00944,-0.00944,,,,25.8618000,0.73,0.05,-0.05,0.68,0.03,-0.03,,"HIP 57274"
"PSR B1257+12","c","Pulsar Timing",66.56300000,0.00900000,-0.00900000,0.360000,,,0.022000,0.007000,-0.007000,,,,0.01070,,,,,,600.0000000,,,,,,,,
"PSR B1257+12","c","Pulsar Timing",66.53600000,0.00100000,-0.00100000,0.360000,,,0.018200,0.000900,-0.000900,,,,0.01070,,,,,,600.0000000,,,,,,,,
"HD 2952","b","Radial Velocity",311.60000000,1.70000000,-1.90000000,1.200000,,,0.129000,0.099000,-0.085000,,,,1.60000,,,,,,110.1030000,2.54,0.12,-0.09,12.02,1.16,-1.06,"HD 2952","HIP 2611"
"gam Cep","b","Radial Velocity",905.57400000,3.08000000,-3.08000000,2.130000,0.050000,-0.050000,0.120000,0.050000,-0.050000,,,,1.70000,0.40000,-0.40000,,,,14.1024000,1.59,0.12,-0.12,4.66,,,"HD 222404","HIP 116727"
"Kepler-76","b","Orbital Brightness Modulation",1.54492875,0.00000027,-0.00000027,,,,0.000000,,,78.000,0.200,-0.200,2.00000,0.26000,-0.26000,1.250,0.080,-0.080,822.9600000,1.20,0.20,-0.20,1.32,0.08,-0.08,,
"BD+15 2940","b","Radial Velocity",137.48000000,0.34000000,-0.34000000,0.539000,,,0.260000,0.100000,-0.100000,,,,1.11000,,,,,,426.4200000,1.10,0.20,-0.20,14.70,2.80,-2.80,,"HIP 78407"
"HD 39091","b","Radial Velocity",2049.00000000,150.00000000,-150.00000000,3.280000,,,0.610000,0.030000,-0.030000,,,,10.30000,,,,,,18.2702000,1.10,0.02,-0.02,,,,"HD 39091","HIP 26394"
"mu Leo","b","Radial Velocity",357.80000000,1.20000000,-1.20000000,1.100000,0.100000,-0.100000,0.090000,0.060000,-0.060000,,,,2.40000,0.40000,-0.40000,,,,32.6081000,1.50,0.10,-0.10,11.40,0.20,-0.20,"HD 85503","HIP 48455"
"HD 155233","b","Radial Velocity",885.00000000,63.00000000,-63.00000000,2.070000,0.100000,-0.100000,0.030000,0.200000,-0.200000,,,,2.00000,0.50000,-0.50000,,,,74.2309000,1.50,0.20,-0.20,5.03,0.22,-0.22,"HD 155233","HIP 84056"
"91 Aqr","b","Radial Velocity",181.40000000,0.10000000,-0.10000000,0.700000,,,0.027000,0.026000,-0.026000,,,,3.20000,,,,,,44.0304000,1.40,0.10,-0.10,11.00,0.10,-0.10,"HD 219449","HIP 114855"
"DENIS-P J082303.1-491201","b","Astrometry",246.36000000,1.38000000,-1.35000000,0.360000,0.010000,-0.010000,0.345000,0.068000,-0.064000,56.600,1.900,-2.100,28.50000,1.90000,-1.90000,,,,,0.07,0.01,-0.01,,,,,
"GJ 667 C","g","Radial Velocity",256.20000000,13.80000000,-7.90000000,0.549000,0.052000,-0.058000,0.080000,0.410000,-0.080000,,,,0.01400,0.00800,-0.00700,,,,7.2439600,0.33,0.02,-0.02,,,,,
"HD 81040","b","Radial Velocity",1001.70000000,7.00000000,-7.00000000,1.940000,,,0.526000,0.042000,-0.042000,,,,6.86000,0.71000,-0.71000,,,,34.4341000,0.96,0.04,-0.04,0.86,0.04,-0.04,"HD 81040","HIP 46076"
"Kepler-78","b","Transit",0.35500744,0.00000006,-0.00000006,,,,,,,79.000,9.000,-14.000,0.02500,,,0.103,0.017,-0.012,124.3760000,0.81,0.05,-0.05,0.74,0.10,-0.08,,
"XO-4","b","Transit",4.12508280,0.00000400,-0.00000400,,,,0.000000,,,88.800,0.600,-0.600,1.78000,0.08000,-0.08000,1.330,0.050,-0.050,272.6550000,,,,,,,,
"HD 65216","c","Radial Velocity",152.60000000,0.60000000,-0.60000000,0.540000,0.010000,-0.010000,0.020000,0.100000,-0.100000,,,,0.17000,0.03000,-0.03000,,,,35.1205000,1.00,0.15,-0.10,0.89,0.06,-0.04,"HD 65216","HIP 38558"
"Kepler-63","b","Transit",9.43415050,0.00000100,-0.00000100,0.080000,0.002000,-0.002000,0.450000,,,87.806,0.018,-0.019,0.37800,,,0.545,0.018,-0.018,194.0330000,0.98,0.04,-0.04,0.90,0.03,-0.02,,
"DH Tau","b","Imaging",,,,330.000000,,,,,,,,,11.00000,10.00000,-3.00000,,,,134.8460000,0.33,,,0.27,0.07,-0.07,,
"PH2","b","Transit",282.52550000,0.00100000,-0.00100000,0.828000,0.009000,-0.009000,0.410000,0.080000,-0.290000,89.830,0.030,-0.020,,,,0.903,0.050,-0.050,343.8630000,0.94,0.02,-0.02,1.00,0.05,-0.05,,
"HD 113337","b","Radial Velocity",324.00000000,1.70000000,-3.30000000,0.920000,0.090000,-0.090000,0.460000,0.040000,-0.040000,,,,2.83000,0.24000,-0.24000,,,,36.1800000,1.40,0.14,-0.14,1.50,0.15,-0.15,"HD 113337","HIP 63584"
"KOI-94","e","Transit",54.31983200,0.00003500,-0.00003500,,,,,,,,,,0.04090,0.00787,-0.00661,,,,477.0520000,1.18,0.20,-0.13,1.43,0.08,-0.10,,
"WASP-4","b","Transit",1.33823251,0.00000031,-0.00000031,,,,0.000000,,,86.850,1.760,-1.760,1.21600,0.01300,-0.01300,1.330,0.160,-0.160,267.2060000,0.89,0.01,-0.01,0.92,0.06,-0.06,,
"HD 13908","b","Radial Velocity",19.38200000,0.00600000,-0.00600000,0.154000,0.002500,-0.002500,0.020000,0.018000,-0.018000,,,,0.86500,0.03500,-0.03500,,,,79.5515000,1.29,0.04,-0.04,1.67,0.10,-0.10,"HD 13908","HIP 10743"
"HD 159243","b","Radial Velocity",12.62000000,0.00400000,-0.00400000,0.110000,0.002000,-0.002000,0.020000,0.018000,-0.018000,,,,1.13000,0.05000,-0.05000,,,,73.3055000,1.12,0.03,-0.03,1.12,0.05,-0.05,"HD 159243","HIP 85911"
"HIP 91258","b","Radial Velocity",5.05050000,0.00150000,-0.00150000,0.057000,0.000900,-0.000900,0.024000,0.014000,-0.014000,,,,1.06800,0.03800,-0.03800,,,,45.8846000,0.95,0.03,-0.03,1.00,0.04,-0.04,,"HIP 91258"
"ROXs 12","b","Imaging",,,,210.000000,20.000000,-20.000000,,,,,,,16.00000,4.00000,-4.00000,,,,136.6500000,0.87,0.08,-0.08,,,,,
"OGLE-2012-BLG-0406L","b","Microlensing",,,,,,,,,,,,,,,,,,,,,,,,,,,
"Kepler-290","b","Transit",14.58934700,0.00006600,-0.00006600,0.110000,,,,,,,,,,,,0.201,0.109,-0.109,694.6270000,,,,0.74,0.38,-0.38,,
"Kepler-23","d","Transit",15.27429900,0.00010400,-0.00010400,0.124000,,,,,,,,,,,,0.196,0.008,-0.008,835.7560000,,,,1.55,0.05,-0.05,,
"Kepler-164","d","Transit",28.98676900,0.00016200,-0.00016200,0.187000,,,,,,,,,,,,0.219,0.042,-0.042,890.7580000,,,,1.15,0.22,-0.22,,
"Kepler-244","c","Transit",9.76729200,0.00004600,-0.00004600,0.087000,,,,,,,,,,,,0.183,0.078,-0.078,1036.4900000,,,,0.80,0.34,-0.34,,
"Kepler-323","c","Transit",3.55382200,0.00000800,-0.00000800,0.046000,,,,,,,,,,,,0.145,0.029,-0.029,454.8830000,,,,1.18,0.23,-0.23,,
"Kepler-336","d","Transit",20.67877200,0.00010200,-0.00010200,0.154000,,,,,,,,,,,,0.211,0.043,-0.043,768.8600000,,,,1.30,0.23,-0.23,,
"Kepler-349","b","Transit",5.92977800,0.00002000,-0.00002000,0.065000,,,,,,,,,,,,0.170,0.064,-0.064,940.7240000,,,,0.93,0.35,-0.35,,
"HD 41004 A","b","Radial Velocity",963.00000000,38.00000000,-38.00000000,,,,0.740000,0.200000,-0.200000,,,,2.54000,0.74000,-0.74000,,,,36.6911700,,,,,,,"HD 41004 A","HIP 28393 A"
"HD 41004 B","b","Radial Velocity",1.32830000,0.00001200,-0.00001200,,,,0.081000,0.012000,-0.012000,,,,18.37000,0.22000,-0.22000,,,,41.5504000,0.40,,,,,,"HD 41004 B","HIP 28393 B"
"HD 106252","b","Radial Velocity",1531.00000000,4.70000000,-4.70000000,2.611000,0.026000,-0.026000,0.482000,0.011000,-0.011000,,,,6.92000,0.16000,-0.16000,,,,38.1850000,1.01,0.02,-0.02,,,,"HD 106252","HIP 59610"
"HD 17156","b","Radial Velocity",21.21663000,0.00045000,-0.00045000,0.161400,0.002200,-0.002200,0.681900,0.004400,-0.004400,87.890,0.110,-0.110,3.22000,0.08000,-0.08000,1.020,0.080,-0.080,78.0863000,1.24,0.03,-0.03,1.44,0.08,-0.08,"HD 17156","HIP 13192"
"HD 181433","c","Radial Velocity",962.00000000,15.00000000,-15.00000000,1.760000,,,0.280000,0.020000,-0.020000,,,,0.64000,,,,,,26.8762000,0.78,,,,,,"HD 181433","HIP 95467"
"HD 181433","d","Radial Velocity",2172.00000000,158.00000000,-158.00000000,3.000000,,,0.480000,0.050000,-0.050000,,,,0.54000,,,,,,26.8762000,0.78,,,,,,"HD 181433","HIP 95467"
"HD 60532","b","Radial Velocity",201.30000000,0.60000000,-0.60000000,0.759000,0.001000,-0.001000,0.280000,0.030000,-0.030000,,,,1.03000,0.05000,-0.05000,,,,25.9716000,1.44,0.03,-0.10,,,,"HD 60532","HIP 36795"
"11 UMi","b","Radial Velocity",516.22000000,3.25000000,-3.25000000,1.540000,0.070000,-0.070000,0.080000,0.030000,-0.030000,,,,10.50000,2.47000,-2.47000,,,,125.3210000,1.80,0.25,-0.25,24.08,1.84,-1.84,"HD 136726","HIP 74793"
"HD 89307","b","Radial Velocity",2157.00000000,63.00000000,-63.00000000,3.270000,0.070000,-0.070000,0.241000,0.070000,-0.070000,,,,1.78000,0.13000,-0.13000,,,,32.0104000,1.03,0.04,-0.04,1.05,0.04,-0.04,"HD 89307","HIP 50473"
"gam 1 Leo","b","Radial Velocity",428.50000000,1.25000000,-1.25000000,1.190000,0.020000,-0.020000,0.144000,0.046000,-0.046000,,,,8.78000,1.00000,-1.00000,,,,39.8883000,1.23,0.21,,31.88,1.61,,"HD 89484","HIP 50583 A"
"11 Com","b","Radial Velocity",326.03000000,0.32000000,-0.32000000,1.290000,0.050000,-0.050000,0.231000,0.005000,-0.005000,,,,19.40000,1.50000,-1.50000,,,,93.1846000,2.70,0.30,-0.30,19.00,2.00,-2.00,"HD 107383","HIP 60202"
"BD+14 4559","b","Radial Velocity",268.94000000,0.99000000,-0.99000000,0.777000,,,0.290000,0.030000,-0.030000,,,,1.47000,,,,,,49.3520000,0.86,0.15,-0.15,0.95,0.20,-0.20,,"HIP 104780"
"BD+20 2457","b","Radial Velocity",379.63000000,2.01000000,-2.01000000,1.450000,,,0.150000,0.030000,-0.030000,,,,21.42000,,,,,,1539.7100000,2.80,1.50,-1.50,49.00,26.00,-26.00,,
"HAT-P-2","b","Transit",5.63347290,0.00000610,-0.00000610,0.068780,0.000680,-0.000680,0.517100,0.003300,-0.003300,86.720,1.120,-0.870,9.09000,0.24000,-0.24000,1.157,0.073,-0.062,127.7740000,1.36,0.04,-0.04,1.64,0.09,-0.08,"HD 147506","HIP 80076"
"CoRoT-3","b","Transit",4.25679940,0.00000390,-0.00000310,0.056940,0.000960,-0.000790,0.008000,0.015000,-0.005000,86.100,0.730,-0.520,21.23000,0.82000,-0.59000,0.993,0.058,-0.058,768.7710000,1.36,0.06,-0.04,1.54,0.08,-0.08,,
"XO-3","b","Transit",,,,,,,,,,,,,,,,,,,213.0530000,1.41,0.29,-0.20,1.69,0.21,-0.12,,
"HD 37605","b","Radial Velocity",55.02700000,0.00900000,-0.00900000,0.263000,0.006000,-0.006000,0.677000,0.009000,-0.009000,,,,2.39000,0.12000,-0.12000,,,,46.7864000,0.92,0.14,-0.10,0.98,0.05,-0.04,"HD 37605","HIP 26664"
"HD 89744","b","Radial Velocity",256.78000000,0.05000000,-0.05000000,0.910000,0.010000,-0.010000,0.689000,0.006000,-0.006000,,,,7.92000,0.23000,-0.23000,,,,38.6364000,1.21,0.18,-0.17,2.13,0.10,-0.11,"HD 89744","HIP 50786"
"HIP 14810","c","Radial Velocity",147.73000000,0.06500000,-0.06500000,0.545000,0.031000,-0.031000,0.164000,0.012000,-0.012000,,,,1.28000,0.10000,-0.10000,,,,50.4800000,0.99,0.04,-0.04,1.00,0.06,-0.06,,"HIP 14810"
"TrES-1","b","Transit",3.03007370,,,,,,0.000000,,,88.400,0.300,-0.300,,,,,,,159.6580000,0.87,0.03,-0.03,0.82,0.02,-0.02,,
"HAT-P-1","b","Transit",4.46529340,0.00000930,-0.00000930,,,,0.000000,,,86.280,0.200,-0.200,0.52400,0.03100,-0.03100,1.225,0.059,-0.059,158.9790000,1.13,0.08,-0.08,1.11,0.05,-0.05,,
"TrES-4","b","Transit",3.55394500,,,,,,0.000000,,,82.590,,,,,,,,,515.9800000,1.40,,,1.85,,,,
"HAT-P-13","b","Transit",2.91625000,0.00001500,-0.00001500,,,,0.013300,0.004100,-0.004100,83.400,0.680,-0.680,0.85100,0.03800,-0.03800,1.272,0.065,-0.065,246.8100000,,,,,,,,
"HD 216770","b","Radial Velocity",118.45000000,0.55000000,-0.55000000,0.460000,,,0.370000,0.060000,-0.060000,,,,0.65000,,,,,,36.6625000,0.90,,,,,,"HD 216770","HIP 113238"
"HD 6434","b","Radial Velocity",21.99800000,0.00900000,-0.00900000,0.140000,,,0.170000,0.030000,-0.030000,,,,0.39000,,,,,,42.3580000,0.79,,,,,,"HD 6434","HIP 5054"
"HD 111232","b","Radial Velocity",1143.00000000,14.00000000,-14.00000000,1.970000,,,0.200000,0.010000,-0.010000,,,,6.80000,,,,,,28.9571000,0.78,,,,,,"HD 111232","HIP 62534"
"HD 114386","b","Radial Velocity",937.70000000,15.60000000,-15.60000000,1.650000,,,0.230000,0.030000,-0.030000,,,,1.24000,,,,,,27.9243000,0.68,,,,,,"HD 114386","HIP 64295"
"HD 38801","b","Radial Velocity",696.30000000,2.70000000,-2.70000000,1.700000,0.037000,-0.037000,0.000000,,,,,,10.70000,0.50000,-0.50000,,,,91.4349000,1.36,0.09,-0.09,2.53,0.13,-0.13,"HD 38801","HIP 27384"
"HD 88133","b","Radial Velocity",3.41500000,0.00100000,-0.00100000,0.046000,,,0.110000,0.050000,-0.050000,,,,0.29000,,,,,,73.6123000,1.20,0.20,-0.20,1.93,0.06,-0.06,"HD 88133","HIP 49813"
"HD 75289","b","Radial Velocity",3.50980000,0.00070000,-0.00070000,0.046000,,,0.024000,0.021000,-0.021000,,,,0.42000,,,,,,29.1158000,1.15,,,,,,"HD 75289","HIP 43177"
"HD 219828","b","Radial Velocity",3.83350000,0.00130000,-0.00130000,,,,0.000000,,,,,,0.06000,,,,,,73.1140000,1.24,,,,,,"HD 219828","HIP 115100"
"HD 102195","b","Radial Velocity",4.11377500,0.00055700,-0.00055700,,,,0.000000,,,,,,0.45000,,,,,,29.3386000,0.87,,,,,,"HD 102195","HIP 57370"
"HD 2039","b","Radial Velocity",1183.00000000,150.00000000,-150.00000000,2.200000,0.200000,-0.200000,0.670000,0.100000,-0.100000,,,,4.90000,1.00000,-1.00000,,,,85.6922000,0.98,0.05,-0.05,,,,"HD 2039","HIP 1931"
"HD 76700","b","Radial Velocity",3.97100000,0.00100000,-0.00100000,0.049000,0.004000,-0.004000,0.000000,0.040000,-0.040000,,,,0.19700,0.01700,-0.01700,,,,60.8831000,1.00,0.05,-0.05,,,,"HD 76700","HIP 43686"
"HD 102195","b","Radial Velocity",4.11434000,0.00089000,-0.00089000,0.049100,,,0.140000,,,,,,0.48800,0.01500,-0.01500,,,,29.3386000,0.93,0.02,-0.02,0.83,0.02,-0.02,"HD 102195","HIP 57370"
"GJ 674","b","Radial Velocity",4.69380000,0.00700000,-0.00700000,0.039000,,,0.200000,0.020000,-0.020000,,,,0.03500,,,,,,4.5489600,0.35,,,,,,,"HIP 85523"
"HD 118203","b","Radial Velocity",6.13350000,0.00060000,-0.00060000,0.070000,,,0.309000,0.014000,-0.014000,,,,2.13000,,,,,,92.2589000,1.23,0.03,-0.03,,,,"HD 118203","HIP 66192"
"HD 102117","b","Radial Velocity",20.80790000,0.00550000,-0.00550000,0.153200,0.008800,-0.008800,0.106000,0.070000,-0.070000,,,,0.17200,0.01800,-0.01800,,,,39.5792000,1.01,0.17,-0.09,1.24,0.08,-0.06,"HD 102117","HIP 57291"
"HIP 14810","b","Radial Velocity",6.67420000,0.00200000,-0.00200000,0.069200,0.004000,-0.004000,0.147000,0.006000,-0.006000,,,,3.91000,0.55000,-0.55000,,,,50.4800000,0.98,0.15,-0.08,1.03,0.06,-0.03,,"HIP 14810"
"HD 185269","b","Radial Velocity",6.83800000,0.00100000,-0.00100000,0.077000,,,0.300000,0.040000,-0.040000,,,,0.94000,,,,,,51.9917000,1.28,0.10,-0.10,1.88,0.10,-0.10,"HD 185269","HIP 96507"
"HD 141937","b","Radial Velocity",653.22000000,1.21000000,-1.21000000,1.520000,,,0.410000,0.010000,-0.010000,,,,9.70000,,,,,,33.3622000,1.10,,,,,,"HD 141937","HIP 77740"
"HAT-P-2","b","Transit",5.63341000,,,0.067700,0.001100,-0.001700,0.516300,0.002500,-0.002300,90.000,0.850,-0.930,8.62000,0.39000,-0.55000,0.951,0.039,-0.053,127.7740000,1.30,0.06,-0.10,1.42,0.04,-0.06,"HD 147506","HIP 80076"
"HD 160691","c","Radial Velocity",4205.80000000,758.90000000,-758.90000000,5.235000,,,0.098500,0.062700,-0.062700,,,,1.81400,,,,,,15.5981000,1.08,,,,,,"HD 160691","HIP 86796"
"HD 160691","e","Radial Velocity",310.55000000,0.83000000,-0.83000000,0.921000,,,0.066600,0.012200,-0.012200,,,,0.52190,,,,,,15.5981000,1.08,,,,,,"HD 160691","HIP 86796"
"GJ 86","b","Radial Velocity",15.76400000,0.00500000,-0.00500000,0.114000,,,0.046000,0.002000,-0.002000,,,,4.04000,,,,,,10.7836000,0.80,,,,,,"HD 13445","HIP 10138"
"HD 196050","b","Radial Velocity",1300.00000000,230.00000000,-230.00000000,2.400000,0.500000,-0.500000,0.190000,0.090000,-0.090000,,,,2.80000,0.50000,-0.50000,,,,50.6742000,1.13,0.10,-0.10,,,,"HD 196050","HIP 101806"
"HD 154857","b","Radial Velocity",409.00000000,1.00000000,-1.00000000,1.200000,0.200000,-0.200000,0.470000,0.020000,-0.020000,,,,1.80000,0.40000,-0.40000,,,,63.4482000,0.99,0.13,-0.13,2.27,0.14,-0.12,"HD 154857","HIP 84069"
"HD 160691","b","Radial Velocity",645.50000000,3.00000000,-3.00000000,1.500000,0.020000,-0.020000,0.200000,0.030000,-0.030000,,,,1.67000,0.11000,-0.11000,,,,15.5981000,1.08,0.05,-0.05,,,,"HD 160691","HIP 86796"
"HD 160691","c","Radial Velocity",2986.00000000,30.00000000,-30.00000000,4.170000,0.070000,-0.070000,0.570000,0.100000,-0.100000,,,,3.10000,0.71000,-0.71000,,,,15.5981000,1.08,0.05,-0.05,,,,"HD 160691","HIP 86796"
"HD 160691","d","Radial Velocity",9.55000000,0.03000000,-0.03000000,0.090000,,,0.000000,0.020000,-0.020000,,,,0.04400,,,,,,15.5981000,1.10,0.05,-0.05,,,,"HD 160691","HIP 86796"
"HD 102117","b","Radial Velocity",20.67000000,0.04000000,-0.04000000,0.149000,,,0.000000,0.070000,,,,,0.14000,,,,,,39.5792000,1.03,0.05,-0.05,,,,"HD 102117","HIP 57291"
"HD 117618","b","Radial Velocity",25.80000000,0.50000000,-0.50000000,0.170000,0.010000,-0.010000,0.370000,0.100000,-0.100000,,,,0.16000,0.03000,-0.03000,,,,37.7781000,1.05,0.05,-0.05,,,,"HD 117618","HIP 66047"
"HD 125612","b","Radial Velocity",510.00000000,14.00000000,-14.00000000,1.200000,,,0.380000,0.050000,-0.050000,,,,3.50000,,,,,,57.6207000,1.10,0.04,-0.03,1.05,0.04,-0.03,"HD 125612","HIP 70123"
"GJ 3021","b","Radial Velocity",133.71000000,0.20000000,-0.20000000,0.490000,,,0.511000,0.017000,-0.017000,,,,3.37000,0.09000,-0.09000,,,,17.5559000,0.90,,,0.90,,,"HD 1237","HIP 1292"
"HD 5319","b","Radial Velocity",674.60000000,17.00000000,-17.00000000,1.750000,,,0.120000,0.080000,-0.080000,,,,1.94000,,,,,,121.4050000,1.56,0.18,-0.18,3.26,0.50,-0.41,"HD 5319","HIP 4297"
"HD 75898","b","Radial Velocity",418.20000000,5.70000000,-5.70000000,1.190000,,,0.100000,0.050000,-0.050000,,,,2.51000,,,,,,78.0505000,1.28,0.13,-0.13,1.60,0.18,-0.18,"HD 75898","HIP 43674"
"HD 202206","c","Radial Velocity",1383.40000000,18.40000000,-18.40000000,2.550000,,,0.267000,0.021000,-0.021000,90.000,,,2.44000,,,,,,45.9665000,,,,,,,"HD 202206","HIP 104903"
"xi Aql","b","Radial Velocity",136.75000000,0.25000000,-0.25000000,0.680000,,,0.000000,,,,,,2.80000,,,,,,56.1858000,2.20,,,12.00,,,"HD 188310","HIP 97938"
"K2-146","b","Transit",2.64425900,0.00004700,-0.00004700,,,,,,,90.000,0.120,-0.120,,,,0.123,,,79.3002000,,,,0.23,,,,
"K2-146","b","Transit",2.64484000,0.00011000,-0.00011000,,,,,,,88.790,,,,,,0.163,0.022,-0.019,79.3002000,0.31,0.02,-0.02,0.33,0.01,-0.01,,
"HR 810","b","Radial Velocity",320.10000000,2.10000000,-2.10000000,0.925000,0.104000,-0.104000,0.161000,0.069000,-0.069000,,,,2.26000,0.18000,-0.18000,,,,17.3181000,1.03,0.02,-0.02,,,,"HD 17051","HIP 12653"
"TOI-1685","b","Transit",0.66914160,0.00000190,-0.00000190,0.011557,0.000092,-0.000092,0.000000,,,85.590,0.580,-0.580,0.01079,0.00293,-0.00293,0.130,0.006,-0.006,37.6153000,0.46,0.01,-0.01,0.46,0.01,-0.01,,
"TOI-1685","b","Transit",0.66917400,0.00007300,-0.00007300,,,,,,,,,,,,,,,,37.6153000,,,,0.46,0.01,-0.01,,
"TOI-1260","b","Transit",3.12716000,0.00063400,-0.00063400,,,,,,,,,,,,,,,,73.5977000,,,,0.69,0.07,-0.07,,
"TOI-1260","b","Transit",3.12748000,0.00004700,-0.00003800,0.036600,0.002200,-0.003600,0.000000,,,88.800,0.800,-1.400,0.02706,0.00440,-0.00472,0.209,0.010,-0.008,73.5977000,0.66,0.01,-0.01,0.65,0.01,-0.01,,
"TOI-1260","c","Transit",7.49123700,0.00170800,-0.00170800,,,,,,,,,,,,,,,,73.5977000,,,,0.69,0.07,-0.07,,
"TOI-1260","c","Transit",7.49325000,0.00015000,-0.00013000,0.065600,0.003900,-0.006500,0.000000,,,88.120,0.240,-0.390,0.03713,0.01070,-0.01007,0.252,0.013,-0.013,73.5977000,0.66,0.01,-0.01,0.65,0.01,-0.01,,
"TOI-1634","b","Transit",0.98934360,0.00000200,-0.00000200,0.014900,0.000170,-0.000170,0.000000,,,86.980,0.410,-0.410,0.03190,0.00299,-0.00299,0.156,0.007,-0.007,35.2736000,0.45,0.01,-0.01,0.45,0.02,-0.02,,
"TOI-1634","b","Transit",0.98933000,0.00010600,-0.00010600,,,,,,,,,,,,,,,,35.2736000,,,,0.47,0.01,-0.01,,
"TOI-1634","b","Transit",0.98934300,0.00001500,-0.00001500,0.015450,0.000140,-0.000140,0.160000,,,88.200,1.100,-1.100,0.01545,0.00214,-0.00220,0.160,0.007,-0.007,35.2736000,0.50,0.01,-0.01,0.45,0.01,-0.01,,
"GJ 720 A","b","Radial Velocity",19.46600000,0.00500000,-0.00500000,0.119000,0.002000,-0.001000,0.120000,0.050000,-0.060000,,,,0.04292,0.00245,-0.00249,,,,15.5575000,0.57,0.06,-0.06,0.56,0.06,-0.06,,"HIP 91128"
"G 264-012","b","Radial Velocity",2.30538000,0.00031000,-0.00031000,0.022790,0.000610,-0.000610,,,,,,,0.00787,0.00091,-0.00094,,,,16.0090000,0.30,0.02,-0.02,0.30,0.01,-0.01,,
"G 264-012","c","Radial Velocity",8.05180000,0.00340000,-0.00340000,0.052500,0.001400,-0.001400,,,,,,,0.01180,0.00151,-0.00148,,,,16.0090000,0.30,0.02,-0.02,0.30,0.01,-0.01,,
"GJ 393","b","Radial Velocity",7.02679000,0.00082000,-0.00085000,0.054020,0.000720,-0.000720,,,,,,,0.00538,0.00076,-0.00076,,,,7.0314900,0.43,0.02,-0.02,0.43,0.01,-0.01,,"HIP 51317"
"TOI-1259 A","b","Transit",3.47797200,0.00000100,-0.00000100,,,,,,,,,,,,,,,,118.1060000,,,,0.77,0.05,-0.05,,
"TOI-1259 A","b","Transit",3.47797800,0.00000190,-0.00000170,0.040700,0.001140,-0.001100,0.000000,,,89.700,0.200,-0.260,0.44100,0.04900,-0.04700,1.022,0.030,-0.027,118.1060000,0.74,0.06,-0.06,0.71,0.02,-0.02,,
"K2-19","d","Transit",2.50856000,0.00041000,-0.00041000,0.034400,0.000600,-0.000600,,,,85.830,2.970,-4.740,,,,0.102,0.012,-0.012,289.8270000,0.93,0.05,-0.05,0.86,0.04,-0.04,,
"K2-19","d","Transit",2.50828300,0.00030900,-0.00030500,,,,,,,86.552,2.489,-5.077,,,,0.103,0.010,-0.007,289.8270000,0.90,0.03,-0.03,0.83,0.04,-0.03,,
"K2-19","d","Transit",2.50856000,0.00041000,-0.00041000,,,,0.000000,,,,,,0.04405,,,0.102,0.012,-0.012,289.8270000,0.93,0.05,-0.05,0.86,0.04,-0.04,,
