hostname,pl_letter,discoverymethod,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbincl,pl_orbinclerr1,pl_orbinclerr2,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_radj,pl_radjerr1,pl_radjerr2,sy_dist,st_mass,st_masserr1,st_masserr2,st_rad,st_raderr1,st_raderr2,hd_name,hip_name
"WASP-3","b","Transit",1.84683500,0.00000200,-0.00000200,0.031870,0.000880,-0.000880,,,,84.100,1.300,-1.300,2.06000,0.13000,-0.13000,1.454,0.083,-0.083,231.1610000,1.26,0.10,-0.10,1.38,0.09,-0.09,,
"WASP-47","e","Transit",0.78963600,0.00001700,-0.00001700,0.017300,0.003800,-0.003800,0.030000,0.036000,-0.020000,86.200,2.100,-2.100,0.02863,0.01730,-0.01133,0.162,0.036,-0.036,264.7800000,1.11,0.89,-0.49,1.16,0.26,-0.26,,
"Kepler-435","b","Transit",8.60015360,0.00000180,-0.00000180,0.094900,0.001800,-0.001900,0.180000,,,85.510,0.520,-0.520,0.85000,0.13000,-0.13000,1.990,0.180,-0.180,1418.7700000,1.54,0.09,-0.09,3.21,0.30,-0.30,,
"Kepler-229","b","Transit",6.25296490,0.00000944,-0.00000944,0.062100,,,0.000000,,,89.380,,,,,,,,,826.2650000,0.83,0.08,-0.09,0.74,0.12,-0.06,,
"Kepler-1461","b","Transit",29.34938520,0.00017550,-0.00017550,,,,,,,,,,,,,,,,679.1060000,0.78,,,0.68,,,,
"Kepler-430","b","Transit",35.96823440,0.00016000,-0.00016000,0.215800,,,0.000000,,,89.950,,,,,,,,,917.4770000,1.03,0.09,-0.07,1.24,0.23,-0.17,,
"Kepler-486","b","Transit",30.36044667,0.00000424,-0.00000424,0.172500,,,0.000000,,,89.380,,,,,,,,,436.2570000,0.74,0.11,-0.06,0.77,0.11,-0.07,,
"Kepler-103","c","Transit",179.60766020,0.00028240,-0.00028240,0.642500,,,0.000000,,,89.380,,,,,,,,,494.8320000,1.09,0.07,-0.07,1.44,0.04,-0.04,,
"Kepler-1579","b","Transit",0.84990789,0.00000293,-0.00000293,0.014000,,,0.000000,,,87.660,,,,,,,,,,0.50,0.04,-0.04,0.50,0.04,-0.05,,
"TrES-2","b","Transit",2.47061339,0.00000002,-0.00000002,0.035000,,,0.000000,,,84.220,,,,,,,,,215.3200000,0.94,0.05,-0.05,0.95,0.02,-0.02,,
"K2-125","b","Transit",21.75026400,0.00199000,-0.00195700,0.121000,0.004000,-0.005000,0.080000,0.161049,-0.066906,89.720,0.190,-0.210,,,,0.194,0.017,-0.016,124.1560000,0.49,0.05,-0.06,0.40,0.03,-0.03,,
"CoRoT-20","b","Transit",9.24285000,0.00030000,-0.00030000,0.090100,0.002100,-0.002200,0.575000,0.016000,-0.014000,88.210,0.530,-0.530,4.23000,0.26000,-0.25000,0.840,0.040,-0.040,844.0610000,1.14,0.08,-0.08,1.02,0.05,-0.05,,
"K2-117","b","Transit",1.29150500,0.00004000,-0.00004000,0.019000,0.001000,-0.001000,0.060000,0.138304,-0.053132,88.360,1.140,-1.370,,,,0.175,0.011,-0.011,101.6320000,0.58,0.06,-0.06,0.49,0.03,-0.03,,
"HAT-P-18","b","Transit",5.50802300,0.00000600,-0.00000600,0.055960,0.000740,-0.000740,0.087000,,,88.800,0.300,-0.300,0.20000,0.01900,-0.01900,0.995,0.052,-0.052,161.4000000,0.77,0.03,-0.03,0.75,0.04,-0.04,,
"CoRoT-3","b","Transit",4.25679940,0.00000350,-0.00000350,0.057400,0.001200,-0.001300,0.016000,,,85.900,0.800,-0.800,21.44000,0.96000,-0.97000,1.010,0.070,-0.070,768.7710000,1.37,0.09,-0.09,1.56,0.09,-0.09,,
"Kepler-20","c","Transit",10.85409089,0.00000303,-0.00000260,0.094900,0.002700,-0.002300,0.160000,0.010000,-0.090000,89.815,0.036,-0.632,0.04012,0.00683,-0.00705,0.272,0.006,-0.005,282.5630000,0.95,0.05,-0.05,0.96,0.02,-0.02,,
"KELT-8","b","Transit",3.24406000,0.00016000,-0.00016000,0.045500,0.000830,-0.000880,0.047000,,,82.650,0.810,-1.000,0.85800,0.05300,-0.05100,1.860,0.180,-0.160,197.5720000,1.21,0.08,-0.07,1.67,0.14,-0.12,"HD 343246",
"WASP-113","b","Transit",4.54216875,0.00000420,-0.00000420,0.058850,0.000100,-0.000100,0.000000,,,86.460,1.200,-0.640,0.47500,0.05400,-0.05200,1.409,0.096,-0.140,435.1560000,1.32,0.07,-0.07,1.61,0.09,-0.12,,
"NGTS-8","b","Transit",2.49970000,0.00001000,-0.00001000,0.035000,0.001000,-0.001000,0.010000,0.014000,-0.010000,86.900,0.500,-0.500,0.93000,0.04000,-0.03000,1.090,0.030,-0.030,428.9760000,0.89,0.05,-0.04,0.98,0.02,-0.02,,
"1RXS J160929.1-210524","b","Imaging",,,,330.000000,,,,,,,,,8.00000,3.00000,-2.00000,,,,139.1350000,0.62,0.06,-0.11,1.31,0.18,-0.10,,
"Kepler-74","b","Transit",7.34071100,0.00000600,-0.00000600,0.078130,0.000840,-0.000880,0.320000,,,87.460,0.070,-0.070,0.60400,0.08800,-0.09400,0.960,0.020,-0.020,1177.5500000,1.18,0.04,-0.04,1.12,0.04,-0.04,,
"Kepler-461","b","Transit",8.31378454,0.00000425,-0.00000425,,,,,,,,,,,,,,,,692.1580000,1.05,0.13,-0.12,1.30,0.07,-0.06,,
"HATS-42","b","Transit",2.29210200,0.00000210,-0.00000210,0.036890,0.000650,-0.000650,0.229000,,,85.100,2.100,-2.100,1.88000,0.15000,-0.15000,1.400,0.250,-0.140,800.3770000,1.27,0.07,-0.07,1.48,0.20,-0.12,,
"Kepler-156","c","Transit",15.90680100,0.00004500,-0.00004500,0.117000,,,,,,,,,,,,0.227,0.017,-0.017,443.4830000,,,,0.81,0.05,-0.05,,
"Kepler-110","b","Transit",12.69104387,0.00002298,-0.00002298,,,,,,,,,,,,,,,,586.5310000,1.12,0.18,-0.11,1.26,0.07,-0.07,,
"Kepler-697","b","Transit",3.70987710,0.00000300,-0.00000300,,,,,,,,,,,,,,,,1277.3300000,0.98,,,1.05,,,,
"Kepler-108","c","Transit",190.32165640,0.00061630,-0.00061630,0.723500,,,0.000000,,,89.380,,,,,,,,,338.7320000,1.38,0.09,-0.09,2.19,0.12,-0.12,,
"Kepler-296","c","Transit",5.84161806,0.00007100,-0.00007100,0.045950,0.002340,-0.002340,,,,,,,,,,0.136,0.149,-0.149,,0.38,0.06,-0.06,0.37,0.06,-0.06,,
"Kepler-736","b","Transit",3.60147727,0.00000657,-0.00000657,,,,,,,,,,,,,,,,1005.4300000,0.85,,,0.86,,,,
"Kepler-11","g","Transit",118.37837900,0.00031110,-0.00031110,0.459600,,,0.000000,,,89.950,,,,,,,,,646.3460000,0.92,0.07,-0.05,1.05,0.08,-0.07,,
"WASP-48","b","Transit",2.14363400,0.00000300,-0.00000300,0.034440,0.000450,-0.000450,0.000000,,,80.090,0.880,-0.790,0.98000,0.09000,-0.09000,1.670,0.100,-0.100,454.1440000,1.19,0.05,,1.75,0.09,,,
"Kepler-116","b","Transit",5.96871747,0.00000566,-0.00000566,,,,,,,,,,,,,0.306,0.074,-0.049,955.1680000,1.21,0.12,-0.06,1.43,0.33,-0.23,,
"Kepler-9","b","Transit",19.27082403,0.00000431,-0.00000431,,,,,,,,,,,,,0.722,0.024,-0.022,628.2570000,1.04,0.03,-0.03,0.98,0.03,-0.03,,
"K2-249","b","Transit",12.40900000,0.00337000,-0.00284000,,,,,,,,,,,,,0.249,0.024,-0.020,521.7160000,0.98,0.15,-0.11,1.63,0.08,-0.12,,
"Kepler-69","b","Transit",,,,,,,,,,,,,,,,0.259,0.012,-0.011,730.6250000,,,,1.23,0.05,-0.05,,
"Kepler-332","d","Transit",34.21150220,0.00030040,-0.00030040,0.189400,,,0.000000,,,89.960,,,,,,,,,344.1900000,0.77,0.04,-0.05,0.72,0.05,-0.03,,
"KIC 9663113","c","Transit",20.74028413,0.00003350,-0.00003350,0.146000,,,0.000000,,,88.810,,,,,,,,,1594.7400000,0.96,0.13,-0.11,1.01,0.37,-0.12,,
"Kepler-466","c","Transit",3.70921410,0.00000654,-0.00000654,0.046500,,,0.000000,,,89.730,,,,,,,,,530.1220000,0.97,0.07,-0.07,1.02,0.14,-0.11,,
"Kepler-224","c","Transit",5.92499131,0.00000666,-0.00000666,,,,,,,,,,,,,0.305,0.011,-0.040,782.0880000,0.78,0.03,-0.04,0.71,0.02,-0.03,,
"Kepler-149","d","Transit",160.02005970,0.00049820,-0.00049820,,,,,,,,,,,,,0.343,0.021,-0.030,571.0340000,0.92,0.04,-0.04,0.90,0.06,-0.04,,
"Kepler-943","b","Transit",49.77014380,0.00011720,-0.00011720,,,,,,,,,,,,,0.529,0.070,-0.047,2300.5300000,0.93,0.05,-0.06,0.91,0.11,-0.07,,
"Kepler-40","b","Transit",6.87316523,0.00000204,-0.00000204,0.081300,,,0.000000,,,89.380,,,,,,,,,2305.0100000,1.52,0.09,-0.16,2.18,0.16,-0.18,,
"Kepler-355","b","Transit",,,,,,,,,,,,,,,,0.147,0.009,-0.015,1432.1700000,,,,1.21,0.07,-0.07,,
"Kepler-1007","b","Transit",5.18500207,0.00000932,-0.00000932,0.048000,,,0.000000,,,89.950,,,,,,,,,,0.55,0.05,-0.04,0.56,0.05,-0.06,,
"Kepler-67","b","Transit",15.72589061,0.00005620,-0.00005620,0.115300,,,0.000000,,,89.380,,,,,,,,,1131.1900000,0.83,0.04,-0.07,0.75,0.08,-0.03,,
"Kepler-1473","b","Transit",,,,,,,,,,,,,,,,0.154,0.011,-0.040,652.2530000,,,,1.17,0.05,-0.05,,
"Kepler-1419","b","Transit",42.52158950,0.00050320,-0.00050320,,,,,,,,,,,,,0.255,0.059,-0.026,1498.5800000,1.01,0.06,-0.07,1.01,0.23,-0.10,,
"K2-188","b","Transit",1.74298300,0.00025600,-0.00026000,,,,,,,83.928,4.436,-9.890,,,,0.110,0.010,-0.010,446.8210000,,,,1.11,0.11,-0.06,,
"KOI-351","b","Transit",,,,,,,,,,,,,,,,0.116,0.007,-0.006,848.2540000,,,,1.21,0.05,-0.05,,
"Kepler-1388","e","Transit",,,,,,,,,,,,,,,,0.173,0.011,-0.012,453.7950000,,,,0.48,0.02,-0.02,,
"Kepler-1633","b","Transit",186.40427100,0.00588600,-0.00588600,,,,,,,,,,,,,0.141,0.058,-0.022,1114.9100000,1.20,0.17,-0.09,1.32,0.54,-0.18,,
"Kepler-1525","b","Transit",2.41660118,0.00000528,-0.00000528,,,,,,,,,,,,,0.081,0.005,-0.004,382.9890000,1.07,0.03,-0.03,1.04,0.06,-0.04,,
"Kepler-48","b","Transit",,,,,,,,,,,,,,,,0.160,0.008,-0.007,306.7380000,,,,0.85,0.04,-0.03,,
"Kepler-51","d","Transit",130.17746603,0.00009841,-0.00009841,0.512100,,,0.000000,,,89.950,,,,,,,,,783.8310000,1.05,0.17,-0.14,0.97,0.39,-0.09,,
"Kepler-433","b","Transit",5.33408346,0.00000105,-0.00000105,0.060000,,,0.000000,,,89.950,,,,,,,,,1878.3100000,1.01,0.19,-0.12,1.11,0.48,-0.15,,
"KOI-351","f","Transit",124.92251600,0.00281600,-0.00281600,0.503600,,,0.000000,,,88.330,,,,,,,,,848.2540000,1.09,0.09,-0.08,1.20,0.20,-0.16,,
"Kepler-286","b","Transit",1.79632095,0.00000589,-0.00000589,0.026800,,,0.000000,,,89.880,,,,,,,,,1226.8500000,0.80,0.06,-0.04,0.83,0.09,-0.07,,
"Kepler-195","b","Transit",,,,,,,,,,,,,,,,0.196,0.010,-0.009,652.0510000,,,,0.81,0.04,-0.04,,
"Kepler-330","c","Transit",15.95545002,0.00004701,-0.00004701,0.116000,,,0.000000,,,88.810,,,,,,,,,717.5270000,0.82,0.07,-0.09,0.74,0.12,-0.06,,
"Kepler-209","c","Transit",41.74949827,0.00006603,-0.00006603,0.225500,,,0.000000,,,89.950,,,,,,,,,576.9460000,0.88,0.07,-0.03,1.04,0.18,-0.14,,
"Kepler-859","b","Transit",20.38177573,0.00005321,-0.00005321,,,,,,,,,,,,,0.276,0.016,-0.013,839.9030000,0.81,0.04,-0.04,0.77,0.03,-0.04,,
"K2-44","b","Transit",5.65700000,0.00020000,-0.00020000,0.060000,0.001900,-0.002900,,,,87.993,1.022,-1.163,,,,0.217,0.008,-0.006,476.7030000,1.15,0.06,-0.06,1.58,0.15,-0.15,,
"Kepler-689","b","Transit",22.36656079,0.00009811,-0.00009811,,,,,,,,,,,,,0.258,0.031,-0.021,1131.7300000,0.91,0.05,-0.06,0.88,0.10,-0.07,,
"K2-155","b","Transit",6.34200000,0.00200000,-0.00200000,0.056200,0.001300,-0.001400,,,,88.300,1.200,-1.900,,,,0.161,0.018,-0.009,72.7998000,0.65,0.06,-0.03,0.58,0.06,-0.03,,
"Kepler-410 A","b","Transit",,,,,,,,,,,,,,,,0.245,0.010,-0.010,147.5270000,,,,1.51,0.06,-0.06,"HD 175289",
"Kepler-636","b","Transit",,,,,,,,,,,,,,,,0.559,0.027,-0.024,310.3010000,,,,1.15,0.05,-0.05,,
"Kepler-485","b","Transit",,,,,,,,,,,,,,,,1.217,0.063,-0.059,1140.9500000,,,,1.07,0.06,-0.05,,
"Kepler-1259","b","Transit",0.66308526,0.00000087,-0.00000087,,,,,,,,,,,,,0.128,0.006,-0.009,805.5620000,0.80,0.04,-0.05,0.77,0.04,-0.04,,
"Kepler-1453","b","Transit",47.16116960,0.00041760,-0.00041760,,,,,,,,,,,,,0.238,0.039,-0.019,1196.0400000,0.97,0.04,-0.05,0.94,0.15,-0.07,,
"Kepler-212","b","Transit",,,,,,,,,,,,,,,,0.089,0.007,-0.006,687.1940000,,,,1.47,0.06,-0.06,,
"HATS-45","b","Transit",4.18762440,0.00000560,-0.00000560,0.055110,0.000690,-0.000690,0.240000,,,85.610,0.420,-0.420,0.70000,0.15000,-0.15000,1.286,0.093,-0.093,772.1100000,1.27,0.05,-0.05,1.31,0.06,-0.06,,
"Kepler-1470","b","Transit",,,,,,,,,,,,,,,,0.099,0.005,-0.010,590.6010000,,,,0.79,0.04,-0.03,,
"Kepler-142","c","Transit",4.76170526,0.00000325,-0.00000325,,,,,,,,,,,,,0.229,0.036,-0.028,548.6860000,1.06,0.05,-0.04,1.18,0.18,-0.14,,
"K2-207","b","Transit",12.48749000,0.00120800,-0.00116200,,,,,,,88.620,0.988,-1.589,,,,0.232,0.033,-0.019,363.0640000,0.94,0.03,-0.03,0.93,0.09,-0.05,,
"Kepler-339","d","Transit",,,,,,,,,,,,,,,,0.095,0.006,-0.007,616.6370000,,,,0.78,0.04,-0.03,,
"Kepler-1320","b","Transit",0.86838635,0.00000154,-0.00000154,0.016300,,,0.000000,,,88.780,,,,,,,,,647.4240000,0.79,0.04,-0.08,0.70,0.07,-0.04,,
"Kepler-224","c","Transit",5.92499131,0.00000666,-0.00000666,0.058600,,,0.000000,,,85.370,,,,,,,,,782.0880000,0.77,0.09,-0.08,0.70,0.12,-0.05,,
"Kepler-1440","b","Transit",39.85948400,0.00103400,-0.00103400,0.224500,,,0.000000,,,88.810,,,,,,,,,1115.3500000,0.95,0.14,-0.10,1.07,0.38,-0.16,,
"Kepler-1479","b","Transit",14.53261362,0.00004429,-0.00004429,0.117300,,,0.000000,,,89.950,,,,,,,,,728.6680000,1.02,0.12,-0.13,0.93,0.37,-0.08,,
"Kepler-1329","b","Transit",9.33648141,0.00003477,-0.00003477,0.074700,,,0.000000,,,86.380,,,,,,,,,588.0370000,0.64,0.07,-0.05,0.65,0.05,-0.06,,
"Kepler-1521","b","Transit",47.14840805,0.00007919,-0.00007919,0.257900,,,0.000000,,,89.950,,,,,,,,,206.9830000,1.03,0.32,-0.16,1.95,1.37,-1.10,,
"Kepler-1500","b","Transit",15.03301050,0.00016120,-0.00016120,0.112400,,,0.000000,,,89.380,,,,,,,,,1217.8200000,0.84,0.12,-0.06,0.92,0.36,-0.12,,
"Kepler-913","b","Transit",10.29672521,0.00003426,-0.00003426,0.087800,,,0.000000,,,89.380,,,,,,,,,991.6180000,0.86,0.09,-0.09,0.77,0.30,-0.06,,
"Kepler-962","b","Transit",,,,,,,,,,,,,,,,0.170,0.007,-0.014,411.4860000,,,,0.81,0.03,-0.03,,
"Kepler-761","b","Transit",10.12804789,0.00002905,-0.00002905,0.090400,,,0.000000,,,89.950,,,,,,,,,830.7070000,0.96,0.13,-0.11,1.01,0.38,-0.12,,
"Kepler-901","b","Transit",,,,,,,,,,,,,,,,0.137,0.007,-0.015,253.8670000,,,,0.61,0.03,-0.03,,
"Kepler-909","b","Transit",,,,,,,,,,,,,,,,0.149,0.009,-0.024,309.5960000,,,,1.21,0.05,-0.05,,
"Kepler-998","b","Transit",5.65378163,0.00001105,-0.00001105,0.062600,,,0.000000,,,88.770,,,,,,,,,986.3640000,1.02,0.13,-0.13,0.93,0.29,-0.08,,
"Kepler-270","b","Transit",,,,,,,,,,,,,,,,0.164,0.035,-0.015,948.7810000,,,,1.25,0.06,-0.05,,
"Kepler-301","b","Transit",,,,,,,,,,,,,,,,0.123,0.008,-0.006,719.1660000,,,,0.95,0.04,-0.04,,
"Kepler-402","b","Transit",4.02877097,0.00002404,-0.00002404,0.049800,,,0.000000,,,88.850,,,,,,,,,625.3390000,1.01,0.09,-0.07,1.20,0.21,-0.19,,
"Kepler-436","b","Transit",64.00205000,0.00072000,-0.00072000,0.339000,0.134000,-0.053000,0.190000,0.130000,-0.110000,89.930,0.070,-0.180,,,,0.240,0.020,-0.020,588.8670000,0.73,0.03,-0.03,0.70,0.03,-0.02,,
"Kepler-1529","b","Transit",5.33905686,0.00001277,-0.00001277,0.052500,,,0.000000,,,89.950,,,,,,,,,661.0140000,0.68,0.17,-0.04,0.70,1.26,-0.07,,
"Kepler-103","b","Transit",15.96533687,0.00001354,-0.00001354,0.128000,,,0.000000,,,89.950,,,,,,,,,494.8320000,1.09,0.07,-0.07,1.44,0.04,-0.04,,
"Kepler-526","b","Transit",,,,,,,,,,,,,,,,0.230,0.027,-0.015,666.1460000,,,,1.53,0.07,-0.06,,
"Kepler-536","b","Transit",1.82708230,0.00000044,-0.00000044,0.027600,,,0.000000,,,89.380,,,,,,,,,462.3220000,0.83,0.24,-0.12,1.77,1.33,-1.04,,
"Kepler-491","b","Transit",,,,,,,,,,,,,,,,0.760,0.033,-0.031,630.7850000,,,,1.00,0.04,-0.04,,
"Kepler-726","b","Transit",21.80451088,0.00004512,-0.00004512,0.141100,,,0.000000,,,88.810,,,,,,,,,762.0810000,0.79,0.10,-0.08,0.72,0.17,-0.05,,
"Kepler-1437","b","Transit",10.92944000,0.00017000,-0.00017000,0.096000,,,0.000000,,,83.080,,,,,,,,,2101.6900000,0.97,0.07,-0.07,0.87,0.35,-0.35,,
"Kepler-1167","b","Transit",1.00393374,0.00000268,-0.00000268,0.017500,,,0.000000,,,88.240,,,,,,,,,820.9050000,0.71,0.12,-0.06,0.74,0.12,-0.07,,
"Kepler-306","b","Transit",4.64621076,0.00001637,-0.00001637,0.052100,,,0.000000,,,89.380,,,,,,,,,775.6790000,0.87,0.08,-0.07,0.85,0.26,-0.07,,
"Kepler-882","b","Transit",3.98953967,0.00000976,-0.00000976,0.045100,,,0.000000,,,89.950,,,,,,,,,504.6050000,0.77,0.08,-0.09,0.69,0.11,-0.05,,
"Kepler-958","b","Transit",9.76780500,0.00003600,-0.00003600,0.084000,,,0.000000,,,85.940,,,,,,,,,449.7730000,0.84,0.21,-0.21,0.98,0.78,-0.78,,
"Kepler-361","c","Transit",55.18666950,0.00032940,-0.00032940,0.290300,,,0.000000,,,89.950,,,,,,,,,930.3200000,1.06,0.28,-0.10,1.18,0.70,-0.16,,
"Kepler-188","c","Transit",5.99653344,0.00000839,-0.00000839,0.063800,,,0.000000,,,87.630,,,,,,,,,968.5440000,0.96,0.07,-0.05,1.09,0.16,-0.13,,
"Kepler-323","c","Transit",,,,,,,,,,,,,,,,0.147,0.007,-0.012,454.8830000,,,,1.10,0.05,-0.05,,
"Kepler-510","b","Transit",,,,,,,,,,,,,,,,0.237,0.011,-0.014,386.1770000,,,,1.47,0.06,-0.06,,
"Kepler-1005","b","Transit",,,,,,,,,,,,,,,,0.178,0.007,-0.031,567.8060000,,,,1.18,0.05,-0.05,,
"Kepler-524","b","Transit",,,,,,,,,,,,,,,,0.246,0.012,-0.011,1058.2400000,,,,1.61,0.07,-0.07,,
"Kepler-799","b","Transit",,,,,,,,,,,,,,,,0.874,0.053,-0.050,,,,,1.39,0.08,-0.08,,
"Kepler-1120","b","Transit",,,,,,,,,,,,,,,,0.117,0.010,-0.008,615.2310000,,,,0.71,0.05,-0.05,,
"Kepler-171","b","Transit",,,,,,,,,,,,,,,,0.243,0.013,-0.012,863.8550000,,,,0.94,0.05,-0.04,,
"Kepler-1107","b","Transit",0.57103852,0.00000042,-0.00000042,0.012900,,,0.000000,,,89.380,,,,,,,,,428.7980000,0.88,0.07,-0.07,0.86,0.24,-0.07,,
"Kepler-37","d","Transit",39.79223792,0.00002223,-0.00002223,0.212100,,,0.000000,,,89.950,,,,,,,,,63.9207000,0.80,0.07,-0.07,0.77,0.03,-0.03,,
"HAT-P-12","b","Transit",3.21305929,0.00000035,-0.00000035,0.038380,0.000310,-0.000330,0.035000,,,89.000,0.400,-0.400,0.20840,0.00960,-0.00940,0.959,0.029,-0.021,142.7510000,0.73,0.02,-0.02,0.70,0.02,-0.01,,
"HAT-P-23","b","Transit",1.21288287,0.00000017,-0.00000017,0.023200,0.000240,-0.000240,0.052000,,,85.100,1.500,-1.500,1.97000,0.12000,-0.12000,1.368,0.090,-0.090,364.8130000,1.13,0.04,-0.04,1.20,0.07,-0.07,,
"Kepler-93","c","Radial Velocity",3650.00000000,,,,,,,,,,,,8.50000,,,,,,95.9115000,1.00,0.14,-0.12,0.92,0.05,-0.05,,
"HATS-28","b","Transit",3.18107810,0.00000390,-0.00000390,0.041310,0.000530,-0.000530,0.202000,,,86.170,0.420,-0.420,0.67200,0.08700,-0.08700,1.194,0.070,-0.070,535.3830000,0.93,0.04,-0.04,0.92,0.04,-0.04,,
"K2-31","b","Transit",1.25785000,0.00000200,-0.00000200,,,,0.000000,,,,,,1.85665,0.08086,-0.08149,,,,110.5270000,1.00,0.06,-0.06,0.99,0.07,-0.07,,
"WASP-47","e","Transit",0.78959200,0.00001200,-0.00001200,,,,,,,85.980,0.750,-0.750,0.02149,0.00208,-0.00208,0.161,0.002,-0.002,264.7800000,1.04,0.03,-0.03,1.14,0.01,-0.01,,
"K2-97","b","Transit",8.40610000,0.00150000,-0.00150000,,,,,,,,,,0.48000,0.07000,-0.07000,1.310,0.110,-0.110,878.4300000,1.16,0.12,-0.12,4.20,0.14,-0.14,,
"OGLE-TR-10","b","Transit",3.10127800,0.00000400,-0.00000400,0.043500,0.000910,-0.001200,0.820000,,,90.000,0.000,-3.900,1.13000,1.60000,-0.39000,1.250,0.140,-0.120,1344.9700000,1.14,0.10,-0.12,1.17,0.13,-0.11,,
"Kepler-6","b","Transit",3.23470200,0.00000330,-0.00000330,0.044380,0.001980,-0.000970,,,,89.900,0.100,-0.700,0.63300,0.06100,-0.03400,1.169,0.056,-0.026,587.0390000,1.11,0.16,-0.07,1.26,0.06,-0.03,,
"Kepler-1012","b","Transit",5.50860439,0.00001151,-0.00001151,0.059800,,,0.000000,,,89.380,,,,,,,,,411.0770000,0.94,0.04,-0.06,0.90,0.16,-0.05,,
"Kepler-387","b","Transit",6.79164786,0.00004412,-0.00004412,0.071200,,,0.000000,,,88.810,,,,,,,,,801.0520000,1.04,0.21,-0.11,1.06,0.52,-0.11,,
"Kepler-958","b","Transit",9.76788050,0.00001110,-0.00001110,0.086700,,,0.000000,,,89.950,,,,,,,,,449.7730000,0.91,0.11,-0.06,1.03,0.37,-0.15,,
"Kepler-402","b","Transit",4.02875481,0.00001289,-0.00001289,0.051800,,,0.000000,,,86.520,,,,,,,,,625.3390000,1.14,0.27,-0.15,1.22,0.68,-0.17,,
"Kepler-485","b","Transit",3.24325980,0.00000018,-0.00000018,0.044300,,,0.000000,,,89.950,,,,,,,,,1140.9500000,1.10,0.22,-0.14,1.03,0.47,-0.09,,
"Kepler-446","d","Transit",5.14892890,0.00001271,-0.00001271,0.045500,,,0.000000,,,89.950,,,,,,,,,96.3390000,0.47,0.06,-0.07,0.46,0.05,-0.07,,
"Kepler-10","b","Transit",0.83749133,0.00000027,-0.00000027,0.016800,,,0.000000,,,89.380,,,,,,,,,185.5060000,0.90,0.06,-0.06,1.06,0.02,-0.02,,
"LTT 3780","c","Transit",12.25190000,0.00280000,-0.00300000,0.076730,0.000750,-0.000770,0.060000,0.150000,-0.140000,89.180,0.470,-0.220,0.02706,0.00503,-0.00409,0.205,0.014,-0.013,21.9814000,0.40,0.01,-0.01,0.37,0.01,-0.01,,
"Kepler-1170","b","Transit",9.98969327,0.00004242,-0.00004242,0.088200,,,0.000000,,,89.950,,,,,,,,,1050.4500000,0.91,0.06,-0.09,0.81,0.23,-0.05,,
"K2-136","b","Transit",7.97529200,0.00083300,-0.00077000,,,,0.100000,0.190000,-0.070000,89.300,0.500,-0.700,,,,0.088,0.005,-0.004,59.2474000,0.74,0.02,-0.02,0.66,0.02,-0.02,,
"KOI-142","c","Transit",22.33950000,0.00190000,-0.00170000,0.155250,,,0.056280,0.001400,-0.002800,86.200,1.300,-1.600,0.62600,0.02900,-0.03300,,,,376.8630000,0.96,0.04,-0.05,0.88,0.03,-0.04,,
"Kepler-279","d","Transit",54.42054070,0.00028560,-0.00028560,0.290100,,,0.000000,,,87.090,,,,,,,,,1037.4000000,1.10,0.16,-0.13,1.07,0.43,-0.10,,
"TOI-1728","b","Transit",3.49151000,0.00006200,-0.00005700,0.039100,0.000900,-0.000900,0.057000,0.054000,-0.039000,88.310,0.580,-0.400,0.08426,0.01708,-0.01614,0.451,0.014,-0.015,60.7980000,0.65,0.02,-0.02,0.62,0.01,-0.01,,
"WASP-89","b","Transit",3.35642270,0.00000250,-0.00000250,0.042800,0.001200,-0.001300,0.192800,0.010000,-0.009400,89.400,0.500,-0.500,5.80000,0.34000,-0.36000,1.040,0.040,-0.040,290.9460000,0.92,0.08,-0.08,0.88,0.03,-0.03,,
"HAT-P-51","b","Transit",4.21802780,0.00000590,-0.00000590,0.050690,0.000490,-0.000490,0.123000,,,88.480,0.570,-0.570,0.30900,0.01800,-0.01800,1.293,0.054,-0.054,440.0890000,0.98,0.03,-0.03,1.04,0.04,-0.03,,
"WASP-68","b","Transit",5.08429800,0.00001500,-0.00001500,0.062190,0.000490,-0.000510,0.023000,,,88.100,1.300,-1.300,0.95700,0.02500,-0.02400,1.240,0.100,-0.060,226.3990000,1.24,0.03,-0.03,1.69,0.11,-0.06,"HD 193334",
"WASP-34","b","Transit",4.31767820,0.00000450,-0.00000450,0.052100,0.001200,-0.001200,0.025000,,,85.200,0.200,-0.200,0.58300,0.03000,-0.03100,1.220,0.110,-0.080,132.0960000,1.01,0.07,-0.07,0.93,0.12,-0.12,,
"Kepler-15","b","Transit",4.94278090,0.00000140,-0.00000140,0.057050,0.000690,-0.000660,0.068000,,,87.440,0.180,-0.200,0.63300,0.04600,-0.04500,0.960,0.060,-0.070,739.4120000,1.02,0.04,-0.03,0.99,0.06,-0.07,,
"Kepler-1260","b","Transit",19.11870340,0.00016202,-0.00016202,,,,,,,,,,,,,,,,1734.4300000,1.03,,,1.83,,,,
"Kepler-264","b","Transit",40.80623100,0.00053800,-0.00053800,0.249000,,,,,,,,,,,,0.297,0.066,-0.066,942.1730000,,,,1.55,0.31,-0.31,,
